,ambari_vuln,defect_mylyn,eclipse_JDT,eclipse_PDE,js_vuln,moodle_vuln
svm_smote,0.4,0.37,0.54,0.36,0.51,0.0
No_Sampling,0.2,-inf,0.48,0.31,0.47,0.0
RRP,0.2,0.33,0.52,-inf,-inf,0.0
gaussian_copula,0.2,0.26,0.5,0.31,0.47,0.0
intelligent_pruning,0.2,(0.75),(0.69),(0.48),(0.72),(0.29)
random_oversampling,0.2,0.32,0.52,0.36,0.56,0.0
random_pruning,0.2,(0.79),0.58,0.4,0.68,0.0
smote,(0.4),0.37,0.54,0.33,0.5,0.0
