,ambari_vuln,defect_mylyn,eclipse_JDT,eclipse_PDE,js_vuln,moodle_vuln
svm_smote,0.6,0.4,0.56,0.4,(0.56),0.0
No_Sampling,0.6,0.4,0.56,0.4,(0.56),0.0
RRP,0.6,0.61,(0.56),0.4,(0.56),0.25
gaussian_copula,0.6,0.61,(0.56),0.4,(0.56),0.25
intelligent_pruning,(1.0),0.61,(0.56),(0.48),(0.56),(0.43)
random_oversampling,(1.0),(0.67),(0.56),(0.48),(0.56),(0.43)
random_pruning,(1.0),(0.67),(0.56),(0.48),(0.56),(0.43)
smote,(1.0),(0.67),(0.58),(0.48),(0.56),(0.43)
