,ambari_vuln,defect_mylyn,eclipse_JDT,eclipse_PDE,js_vuln,moodle_vuln
svm_smote,(0.02),0.67,0.59,0.18,0.8,0.0
No_Sampling,(0.02),0.67,0.59,0.18,0.8,0.0
RRP,(0.02),0.67,0.59,0.18,0.8,0.0
gaussian_copula,(0.02),(0.7),0.59,0.18,(0.83),0.0
intelligent_pruning,(0.02),(0.7),0.59,(0.21),(0.83),(0.11)
random_oversampling,(0.02),(0.7),(0.6),(0.21),(0.83),(0.11)
random_pruning,(0.02),(0.7),(0.6),(0.21),(0.83),(0.11)
smote,(0.02),(0.7),(0.6),(0.21),(0.83),(0.11)
