,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.31,0.36,0.33,0.31,0.36
No_Sampling,0.31,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.31,0.31,0.31,0.31,0.29
intelligent_pruning,-inf,0.36,0.38,0.4,0.38,(0.48)
random_oversampling,-inf,0.31,0.36,0.29,0.29,0.31
random_pruning,-inf,0.33,0.36,0.36,0.36,0.4
smote,-inf,0.33,0.33,0.33,0.33,0.33
