,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.98,0.98,0.97,0.97,0.97
No_Sampling,(0.99),-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.98,0.95,0.92,0.89,0.86
gaussian_copula,-inf,0.98,0.98,0.98,0.98,0.98
intelligent_pruning,-inf,(0.99),(0.99),(0.99),(0.99),0.98
random_oversampling,-inf,0.98,0.94,0.92,0.9,0.85
random_pruning,-inf,(0.99),(0.99),(0.99),(0.99),0.78
smote,-inf,0.97,0.94,0.92,0.88,0.86
