,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.57,0.56,0.57,0.56,0.57
No_Sampling,(0.59),-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.58,0.57,0.57,0.57,0.57
gaussian_copula,-inf,0.58,0.57,0.58,0.58,0.57
intelligent_pruning,-inf,0.58,0.56,0.57,0.56,0.55
random_oversampling,-inf,0.59,0.57,0.56,0.56,0.55
random_pruning,-inf,0.57,0.56,0.55,0.55,0.54
smote,-inf,0.57,0.56,0.56,0.56,0.54
