,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.31,0.33,0.33,0.36,0.4
No_Sampling,0.31,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.31,0.31,0.31,0.31,0.31
intelligent_pruning,-inf,0.31,0.36,0.4,0.4,(0.48)
random_oversampling,-inf,0.29,0.29,0.29,0.31,0.31
random_pruning,-inf,0.31,0.31,0.36,0.4,0.45
smote,-inf,0.29,0.31,0.31,0.31,0.36
