,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.37,0.45,0.5,0.54,(0.56)
No_Sampling,0.34,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.37,0.37,0.37,0.37,0.37
intelligent_pruning,-inf,0.38,0.38,0.39,0.4,0.52
random_oversampling,-inf,0.36,0.43,0.48,0.54,0.56
random_pruning,-inf,0.35,0.37,0.38,0.4,0.52
smote,-inf,0.36,0.43,0.48,0.53,0.55
