,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.25,0.21,0.22,0.23,0.21
No_Sampling,0.23,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.23,0.23,0.24,0.23,0.23
gaussian_copula,-inf,0.23,0.24,0.23,0.2,0.19
intelligent_pruning,-inf,0.25,0.24,0.29,0.36,(0.42)
random_oversampling,-inf,0.23,0.24,0.24,0.23,0.23
random_pruning,-inf,0.24,0.27,0.3,0.32,0.35
smote,-inf,0.23,0.24,0.2,0.22,0.21
