,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.42,0.42,0.38,0.41,0.37
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.39,0.41,0.37,0.38,0.37
gaussian_copula,-inf,0.41,0.4,0.41,0.41,0.41
intelligent_pruning,-inf,0.37,0.35,0.36,0.4,0.37
random_oversampling,-inf,0.41,(0.47),0.41,0.41,0.38
random_pruning,-inf,0.37,0.36,0.37,0.33,0.24
smote,-inf,0.41,0.38,0.33,0.39,0.38
