,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.69,0.65,0.57,0.46,0.35
No_Sampling,(0.82),-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.65,0.66,0.65,0.65,0.66
intelligent_pruning,-inf,0.77,0.66,0.67,0.65,0.59
random_oversampling,-inf,0.66,0.64,0.57,0.45,0.35
random_pruning,-inf,0.78,0.75,0.69,0.62,0.35
smote,-inf,0.7,0.65,0.6,0.44,0.34
