,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.2,0.23,0.22,0.2,0.2
No_Sampling,0.21,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.21,0.21,0.19,0.21,0.21
intelligent_pruning,-inf,0.22,0.24,0.23,0.23,(0.25)
random_oversampling,-inf,0.2,0.2,0.24,0.23,0.21
random_pruning,-inf,0.22,0.22,0.22,0.22,0.24
smote,-inf,0.2,0.21,0.21,0.21,0.21
