,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.6,0.61,0.61,0.61,0.61
No_Sampling,0.59,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.59,0.59,0.6,0.6,0.58
intelligent_pruning,-inf,0.59,0.6,0.59,0.58,0.56
random_oversampling,-inf,0.59,0.59,0.6,0.58,0.57
random_pruning,-inf,0.59,0.6,0.59,0.56,0.49
smote,-inf,0.6,0.6,0.59,(0.62),0.61
