,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.4,0.49,0.51,0.48,0.43
No_Sampling,0.29,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.3,0.31,0.32,0.32,0.33
intelligent_pruning,-inf,0.39,0.42,0.45,0.49,0.48
random_oversampling,-inf,0.38,0.47,0.5,0.47,0.43
random_pruning,-inf,0.3,0.33,0.39,0.46,0.43
smote,-inf,0.4,0.48,(0.52),0.46,0.41
