,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.97,0.96,0.95,0.95,0.94
No_Sampling,(0.99),-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.96,0.92,0.88,0.85,0.81
gaussian_copula,-inf,0.98,0.98,0.98,0.98,0.98
intelligent_pruning,-inf,(0.99),(0.99),(0.99),(0.99),0.95
random_oversampling,-inf,0.97,0.93,0.89,0.86,0.81
random_pruning,-inf,(0.99),(0.99),0.98,0.98,0.77
smote,-inf,0.96,0.92,0.89,0.85,0.81
