,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.37,0.39,0.32,0.42,0.32
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.42,0.4,0.4,0.39,0.39
gaussian_copula,-inf,0.32,0.32,0.32,0.3,0.32
intelligent_pruning,-inf,0.33,0.4,0.47,0.58,(0.67)
random_oversampling,-inf,0.4,0.39,0.37,0.42,0.26
random_pruning,-inf,0.37,0.42,0.46,0.56,(0.68)
smote,-inf,0.37,0.35,0.33,0.4,0.42
