,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.54,0.62,0.58,0.48,0.41
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.54,0.67,0.66,0.49,0.42
gaussian_copula,-inf,(0.73),0.7,0.7,0.7,0.7
intelligent_pruning,-inf,(0.71),(0.71),0.64,0.64,0.57
random_oversampling,-inf,0.56,0.53,0.56,0.46,0.4
random_pruning,-inf,0.67,0.64,0.53,0.47,0.32
smote,-inf,0.57,0.59,0.61,0.53,0.39
