,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.91,0.91,0.9,0.9,0.9
No_Sampling,0.91,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.91,0.91,0.91,0.91,0.91
intelligent_pruning,-inf,0.91,0.91,0.91,0.89,0.89
random_oversampling,-inf,(0.91),0.9,0.89,0.88,0.85
random_pruning,-inf,0.91,0.91,0.91,0.89,0.83
smote,-inf,0.91,0.91,0.9,0.9,0.9
