,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.49,0.49,0.49,0.49,0.49
No_Sampling,0.49,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.48,0.49,0.49,0.48,0.49
gaussian_copula,-inf,0.49,0.49,0.49,0.49,0.49
intelligent_pruning,-inf,(0.55),(0.62),(0.62),(0.62),(0.64)
random_oversampling,-inf,0.5,0.49,0.5,0.5,0.5
random_pruning,-inf,0.49,0.49,0.49,(0.55),(0.62)
smote,-inf,0.49,0.49,0.49,0.49,0.49
