,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.0,0.0,0.0,0.0,0.0
No_Sampling,0.0,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.0,0.0,0.0,0.0,0.0
gaussian_copula,-inf,0.0,0.0,0.0,0.0,0.0
intelligent_pruning,-inf,(0.07),(0.08),(0.06),(0.06),(0.07)
random_oversampling,-inf,0.0,0.0,0.0,0.0,0.0
random_pruning,-inf,0.0,0.0,0.0,0.04,0.02
smote,-inf,0.0,0.0,0.0,0.0,0.0
