,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,(0.8),0.8,0.8,0.79,0.79
No_Sampling,0.78,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.79,0.78,0.78,0.78,0.78
gaussian_copula,-inf,0.78,0.79,0.79,0.79,0.78
intelligent_pruning,-inf,0.79,0.79,0.78,0.77,0.76
random_oversampling,-inf,0.78,0.79,0.78,0.79,0.78
random_pruning,-inf,0.78,0.78,0.78,0.78,0.76
smote,-inf,0.78,0.78,0.78,0.77,0.78
