,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.57,0.55,0.57,0.55,0.56
No_Sampling,0.57,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.55,0.53,0.52,0.51,0.5
gaussian_copula,-inf,0.53,0.52,0.52,0.52,0.52
intelligent_pruning,-inf,(0.59),0.56,0.55,0.54,0.5
random_oversampling,-inf,0.55,0.5,0.51,0.52,0.53
random_pruning,-inf,0.57,0.56,0.56,0.54,0.51
smote,-inf,0.56,0.52,0.52,0.53,0.54
