,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.63,0.63,0.65,0.67,0.66
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.63,0.63,0.62,0.59,0.6
gaussian_copula,-inf,0.64,0.65,0.65,0.67,(0.7)
intelligent_pruning,-inf,0.63,0.56,0.5,0.6,0.52
random_oversampling,-inf,0.55,0.6,0.57,0.55,0.56
random_pruning,-inf,0.62,0.56,0.5,0.42,0.31
smote,-inf,0.58,0.68,0.67,0.66,0.7
