,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.98,0.98,0.98,0.97,0.97
No_Sampling,0.98,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.98,0.98,0.97,0.97,0.96
gaussian_copula,-inf,(0.98),(0.98),0.98,0.98,(0.99)
intelligent_pruning,-inf,0.98,0.98,0.98,0.98,0.94
random_oversampling,-inf,0.98,0.98,0.97,0.97,0.97
random_pruning,-inf,0.98,0.98,0.98,0.97,0.66
smote,-inf,0.98,0.97,0.97,0.97,0.96
