,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.14,0.14,0.14,0.14,0.14
No_Sampling,0.0,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.14,0.14,0.2,(0.43),(0.43)
gaussian_copula,-inf,0.0,0.0,0.0,0.0,0.0
intelligent_pruning,-inf,0.14,0.14,0.14,0.29,(0.57)
random_oversampling,-inf,0.14,0.14,0.29,0.4,0.43
random_pruning,-inf,0.0,0.0,0.0,0.0,(0.5)
smote,-inf,0.14,0.14,0.29,0.43,(0.5)
