,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,(0.85),0.85,0.83,0.82,0.81
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.85,0.83,0.8,0.77,0.74
gaussian_copula,-inf,0.85,0.85,0.85,0.85,0.85
intelligent_pruning,-inf,(0.85),0.85,0.85,0.84,0.83
random_oversampling,-inf,0.84,0.82,0.8,0.77,0.73
random_pruning,-inf,0.85,0.85,0.85,0.84,0.72
smote,-inf,0.84,0.83,0.79,0.77,0.73
