,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.49,(0.53),0.52,0.52,0.51
No_Sampling,0.49,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.49,0.49,0.48,0.48,0.48
intelligent_pruning,-inf,0.49,0.48,0.48,0.48,0.47
random_oversampling,-inf,0.49,0.51,0.51,0.5,0.49
random_pruning,-inf,0.49,0.47,0.47,0.45,0.4
smote,-inf,(0.54),0.49,0.5,0.5,0.5
