,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.54,0.52,0.54,0.56,0.56
No_Sampling,0.42,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.48,0.5,0.52,0.54,(0.56)
gaussian_copula,-inf,0.44,0.46,0.46,0.46,0.48
intelligent_pruning,-inf,0.46,0.48,0.54,0.54,(0.56)
random_oversampling,-inf,0.52,0.52,0.54,0.54,0.54
random_pruning,-inf,0.44,0.48,0.52,0.54,0.56
smote,-inf,0.5,0.52,0.54,0.56,(0.58)
