,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,(0.87),0.86,0.86,0.86,0.85
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.87,0.86,0.86,0.87,0.86
gaussian_copula,-inf,0.87,0.87,0.87,0.87,0.87
intelligent_pruning,-inf,0.87,0.86,0.86,0.86,0.86
random_oversampling,-inf,0.86,0.85,0.86,0.83,0.8
random_pruning,-inf,0.87,0.86,0.85,0.83,0.72
smote,-inf,0.86,0.86,0.87,0.86,0.87
