,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.23,0.35,0.4,0.44,0.49
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.26,0.42,0.53,0.6,(0.68)
gaussian_copula,-inf,0.12,0.12,0.11,0.11,0.11
intelligent_pruning,-inf,0.16,0.19,0.26,0.46,0.67
random_oversampling,-inf,0.25,0.33,0.53,0.58,0.63
random_pruning,-inf,0.14,0.19,0.26,0.39,(0.68)
smote,-inf,0.19,0.42,0.49,0.54,0.63
