,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,(0.15),0.11,0.08,0.08,0.06
No_Sampling,0.0,-inf,-inf,-inf,-inf,-inf
RRP,-inf,(0.11),0.07,0.04,0.07,0.08
gaussian_copula,-inf,0.0,0.0,0.0,0.0,0.0
intelligent_pruning,-inf,(0.12),0.1,(0.14),(0.16),(0.15)
random_oversampling,-inf,(0.13),0.06,0.07,0.07,0.07
random_pruning,-inf,0.0,0.0,0.0,0.0,0.05
smote,-inf,(0.12),0.06,0.07,0.08,0.07
