,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.03,0.03,0.03,0.03,0.03
No_Sampling,0.04,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.04,0.04,0.03,0.03,0.03
gaussian_copula,-inf,0.04,0.04,0.04,0.04,0.03
intelligent_pruning,-inf,0.04,0.05,0.03,(0.05),0.04
random_oversampling,-inf,0.04,0.04,0.04,0.04,0.03
random_pruning,-inf,0.04,0.03,0.03,0.04,0.05
smote,-inf,0.04,0.03,0.03,0.03,0.03
