,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.33,0.3,0.3,0.35,0.37
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.32,0.32,0.33,0.32,0.33
gaussian_copula,-inf,0.25,0.26,0.25,0.26,0.25
intelligent_pruning,-inf,0.33,0.32,0.35,0.53,(0.75)
random_oversampling,-inf,0.28,0.32,0.3,0.32,0.32
random_pruning,-inf,0.28,0.32,0.39,0.54,(0.79)
smote,-inf,0.32,0.33,0.35,0.37,0.37
