,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.55,0.54,0.54,0.56,0.55
No_Sampling,0.45,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.51,0.52,0.53,0.53,0.55
gaussian_copula,-inf,0.47,0.48,0.48,0.48,0.49
intelligent_pruning,-inf,0.49,0.5,0.53,0.48,0.53
random_oversampling,-inf,0.54,0.53,0.55,0.55,0.54
random_pruning,-inf,0.47,0.51,0.53,0.54,0.52
smote,-inf,0.52,0.54,0.55,0.56,(0.57)
