,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.84,(0.86),0.86,0.85,0.85
No_Sampling,0.85,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.85,0.85,0.85,0.85,0.85
intelligent_pruning,-inf,0.85,0.83,0.83,0.83,0.81
random_oversampling,-inf,0.85,0.85,0.85,0.85,0.85
random_pruning,-inf,0.84,0.83,0.81,0.79,0.71
smote,-inf,(0.87),0.84,0.84,0.85,0.85
