,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.5,0.52,0.56,0.54,0.56
No_Sampling,0.5,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.54,0.54,0.56,0.58,0.54
gaussian_copula,-inf,0.54,0.56,0.56,0.56,0.54
intelligent_pruning,-inf,0.54,0.56,0.58,0.67,(0.75)
random_oversampling,-inf,0.56,0.56,0.58,0.52,0.5
random_pruning,-inf,0.5,0.56,0.54,0.6,0.58
smote,-inf,0.52,0.52,0.56,0.54,0.48
