,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.81,0.81,0.83,0.83,0.81
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.82,0.83,0.82,0.83,0.83
gaussian_copula,-inf,0.81,0.81,0.81,0.81,0.81
intelligent_pruning,-inf,0.83,0.83,0.83,0.83,0.83
random_oversampling,-inf,0.81,0.81,0.8,0.8,0.8
random_pruning,-inf,0.83,0.82,0.83,0.82,0.81
smote,-inf,0.81,(0.84),0.83,0.81,0.83
