,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.39,0.57,0.47,0.47,(0.65)
No_Sampling,0.39,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.39,0.38,0.39,0.39,0.38
gaussian_copula,-inf,0.38,0.38,0.38,0.38,0.38
intelligent_pruning,-inf,0.48,0.39,0.48,0.49,0.48
random_oversampling,-inf,0.38,0.39,0.48,0.39,0.39
random_pruning,-inf,0.39,0.48,0.46,0.48,0.47
smote,-inf,0.39,0.38,0.47,0.34,0.35
