,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.36,0.36,0.37,0.37,0.35
No_Sampling,0.35,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.37,0.37,0.36,0.36,0.35
gaussian_copula,-inf,0.36,0.36,0.34,0.35,0.34
intelligent_pruning,-inf,0.38,0.37,0.38,0.4,(0.42)
random_oversampling,-inf,0.39,0.35,0.36,0.36,0.37
random_pruning,-inf,0.37,0.37,0.33,0.36,0.37
smote,-inf,0.32,0.34,0.31,0.34,0.33
