,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.33,0.35,0.33,0.39,0.39
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.26,0.28,0.28,0.32,0.35
gaussian_copula,-inf,0.23,0.25,0.25,0.25,0.26
intelligent_pruning,-inf,0.3,0.33,0.42,0.51,(0.74)
random_oversampling,-inf,0.25,0.28,0.4,0.47,0.44
random_pruning,-inf,0.25,0.3,0.35,0.49,(0.77)
smote,-inf,0.25,0.3,0.39,0.33,0.37
