,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.79,0.8,0.81,0.81,0.78
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.82,0.81,0.81,0.8,0.79
gaussian_copula,-inf,0.7,0.69,0.68,0.68,0.68
intelligent_pruning,-inf,0.79,0.81,0.82,0.82,0.81
random_oversampling,-inf,0.82,0.81,(0.83),0.81,0.8
random_pruning,-inf,0.77,0.78,0.79,0.8,0.79
smote,-inf,0.8,0.81,0.8,0.79,0.78
