,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,(0.68),0.6,0.66,0.58,0.62
No_Sampling,0.63,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.62,(0.68),0.66,0.66,0.61
gaussian_copula,-inf,0.65,0.66,0.64,0.65,(0.7)
intelligent_pruning,-inf,(0.72),(0.74),(0.73),(0.73),(0.73)
random_oversampling,-inf,0.59,0.57,0.56,0.55,0.43
random_pruning,-inf,(0.68),(0.71),0.65,0.66,0.5
smote,-inf,(0.68),(0.69),(0.67),(0.67),(0.69)
