,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.45,0.46,0.48,0.5,0.5
No_Sampling,0.45,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.46,0.45,0.44,0.44,0.44
intelligent_pruning,-inf,0.49,0.5,0.5,0.55,(0.64)
random_oversampling,-inf,0.49,0.51,0.53,0.57,0.57
random_pruning,-inf,0.46,0.49,0.5,0.53,0.61
smote,-inf,0.46,0.45,0.44,0.46,0.48
