,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.2,0.33,0.36,0.36,0.41
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.22,0.36,0.49,0.52,0.5
gaussian_copula,-inf,0.21,0.21,0.21,0.21,0.21
intelligent_pruning,-inf,0.16,0.21,0.21,0.28,0.46
random_oversampling,-inf,0.25,0.38,0.49,0.52,0.5
random_pruning,-inf,0.15,0.18,0.22,0.32,0.42
smote,-inf,0.23,0.38,0.51,(0.55),0.47
