,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.79,0.81,0.8,0.78,0.78
No_Sampling,-inf,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.78,0.79,0.78,0.78,0.77
gaussian_copula,-inf,0.8,0.8,0.8,0.8,0.8
intelligent_pruning,-inf,0.81,0.81,0.81,(0.82),(0.82)
random_oversampling,-inf,0.82,0.81,0.8,0.78,0.79
random_pruning,-inf,0.79,0.8,0.8,0.81,0.8
smote,-inf,0.78,0.78,0.78,0.78,0.79
