,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.68,0.68,0.66,0.66,0.68
No_Sampling,(0.71),-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.7,0.71,(0.71),(0.71),(0.71)
intelligent_pruning,-inf,0.7,0.69,0.68,0.68,0.68
random_oversampling,-inf,0.68,0.67,0.66,0.66,0.66
random_pruning,-inf,0.7,0.69,0.68,0.67,0.66
smote,-inf,0.69,0.67,0.67,0.66,0.67
