,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.79,0.8,0.76,0.77,0.76
No_Sampling,0.8,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.82,0.82,(0.83),(0.83),0.8
intelligent_pruning,-inf,0.78,0.77,0.67,0.63,0.61
random_oversampling,-inf,0.76,0.68,0.67,0.64,0.58
random_pruning,-inf,0.78,0.74,0.67,0.55,0.38
smote,-inf,0.78,0.8,0.76,0.81,0.78
