,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.6,0.59,0.59,0.59,0.6
No_Sampling,0.61,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.6,0.6,0.59,0.59,0.59
gaussian_copula,-inf,0.61,0.61,0.62,0.62,0.62
intelligent_pruning,-inf,0.62,0.64,0.64,0.65,(0.65)
random_oversampling,-inf,0.61,0.62,0.61,0.59,0.58
random_pruning,-inf,0.61,0.62,0.62,0.63,0.65
smote,-inf,0.6,0.59,0.59,0.57,0.58
