,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.07,0.06,0.06,0.07,0.06
No_Sampling,0.07,-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.07,0.07,0.07,0.07,0.06
gaussian_copula,-inf,0.07,0.07,0.07,0.07,0.07
intelligent_pruning,-inf,0.07,0.09,0.07,(0.1),0.08
random_oversampling,-inf,0.07,0.07,0.07,0.07,0.06
random_pruning,-inf,0.07,0.07,0.07,0.08,0.1
smote,-inf,0.07,0.07,0.06,0.06,0.06
