,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.9,0.9,0.89,0.88,0.85
No_Sampling,0.9,-inf,-inf,-inf,-inf,-inf
RRP,-inf,-inf,-inf,-inf,-inf,-inf
gaussian_copula,-inf,0.9,0.9,0.9,0.9,0.9
intelligent_pruning,-inf,0.9,0.9,0.91,0.9,0.89
random_oversampling,-inf,0.9,(0.91),0.9,0.89,0.87
random_pruning,-inf,0.9,0.9,0.9,0.9,0.86
smote,-inf,0.9,0.9,0.89,0.87,0.84
