,0.0,0.2,0.4,0.6,0.8,1.0
svm_smote,-inf,0.76,0.76,0.76,0.76,0.75
No_Sampling,(0.77),-inf,-inf,-inf,-inf,-inf
RRP,-inf,0.75,0.76,0.75,0.75,0.76
gaussian_copula,-inf,0.75,0.74,0.73,0.73,0.73
intelligent_pruning,-inf,0.75,0.76,0.76,0.75,0.76
random_oversampling,-inf,0.74,0.75,0.75,0.76,0.75
random_pruning,-inf,0.75,0.75,0.75,0.74,0.75
smote,-inf,0.75,0.75,0.76,(0.77),0.77
