algo,ratio,seed,learner,acc,prec,rec,f1,auc_roc
svm_smote,0.2,82,LR,0.504,0.17550274223034734,0.6808510638297872,0.27906976744186046,0.611770242488792
svm_smote,0.2,82,SVM,0.503,0.17518248175182483,0.6808510638297872,0.27866473149492016,0.5869186502530569
svm_smote,0.2,82,DT,0.508,0.17318435754189945,0.6595744680851063,0.27433628318584075,0.571347187476779
svm_smote,0.4,82,LR,0.505,0.17582417582417584,0.6808510638297872,0.2794759825327511,0.6173597866560985
svm_smote,0.4,82,SVM,0.503,0.17518248175182483,0.6808510638297872,0.27866473149492016,0.5830051437016488
svm_smote,0.4,82,DT,0.511,0.17657992565055763,0.6737588652482269,0.27982326951399117,0.5790214582352892
svm_smote,0.6,82,LR,0.505,0.17582417582417584,0.6808510638297872,0.2794759825327511,0.6115473212295347
svm_smote,0.6,82,SVM,0.503,0.17518248175182483,0.6808510638297872,0.27866473149492016,0.5841197499979359
svm_smote,0.6,82,DT,0.514,0.17636022514071295,0.6666666666666666,0.2789317507418398,0.5778036476523087
svm_smote,0.8,82,LR,0.504,0.1743119266055046,0.6737588652482269,0.27696793002915454,0.6147507822884931
svm_smote,0.8,82,SVM,0.503,0.17518248175182483,0.6808510638297872,0.27866473149492016,0.5874387998579909
svm_smote,0.8,82,DT,0.511,0.17537313432835822,0.6666666666666666,0.2776957163958641,0.576057431121459
svm_smote,1.0,82,LR,0.505,0.17582417582417584,0.6808510638297872,0.2794759825327511,0.6072292538742889
svm_smote,1.0,82,SVM,0.503,0.17518248175182483,0.6808510638297872,0.27866473149492016,0.581931819120039
svm_smote,1.0,82,DT,0.511,0.17537313432835822,0.6666666666666666,0.2776957163958641,0.576057431121459
svm_smote,0.2,15,LR,0.473,0.16379310344827586,0.6934306569343066,0.2649930264993026,0.6335563430910675
svm_smote,0.2,15,SVM,0.472,0.16234887737478412,0.6861313868613139,0.2625698324022347,0.5486716681750133
svm_smote,0.2,15,DT,0.473,0.16262975778546712,0.6861313868613139,0.2629370629370629,0.5626485439520937
svm_smote,0.4,15,LR,0.473,0.16379310344827586,0.6934306569343066,0.2649930264993026,0.6351718246483579
svm_smote,0.4,15,SVM,0.472,0.16234887737478412,0.6861313868613139,0.2625698324022347,0.5463710871091337
svm_smote,0.4,15,DT,0.473,0.16262975778546712,0.6861313868613139,0.2629370629370629,0.5626485439520937
svm_smote,0.6,15,LR,0.473,0.16379310344827586,0.6934306569343066,0.2649930264993026,0.6282700814507193
svm_smote,0.6,15,SVM,0.472,0.16234887737478412,0.6861313868613139,0.2625698324022347,0.5478596983870558
svm_smote,0.6,15,DT,0.474,0.16291161178509533,0.6861313868613139,0.2633053221288516,0.563227918227876
svm_smote,0.8,15,LR,0.473,0.16379310344827586,0.6934306569343066,0.2649930264993026,0.6072096150755724
svm_smote,0.8,15,SVM,0.472,0.16234887737478412,0.6861313868613139,0.2625698324022347,0.5445779871607277
svm_smote,0.8,15,DT,0.473,0.16262975778546712,0.6861313868613139,0.2629370629370629,0.5626485439520937
svm_smote,1.0,15,LR,0.473,0.16379310344827586,0.6934306569343066,0.2649930264993026,0.6225609188791433
svm_smote,1.0,15,SVM,0.472,0.16234887737478412,0.6861313868613139,0.2625698324022347,0.5425649787280832
svm_smote,1.0,15,DT,0.473,0.16262975778546712,0.6861313868613139,0.2629370629370629,0.5626485439520937
svm_smote,0.2,4,LR,0.649,0.08778625954198473,0.17037037037037037,0.1158690176322418,0.4478184542924427
svm_smote,0.2,4,SVM,0.648,0.0842911877394636,0.16296296296296298,0.11111111111111112,0.5478826803682295
svm_smote,0.2,4,DT,0.649,0.09701492537313433,0.1925925925925926,0.12903225806451613,0.4564119032327125
svm_smote,0.4,4,LR,0.649,0.08778625954198473,0.17037037037037037,0.1158690176322418,0.42468850353243415
svm_smote,0.4,4,SVM,0.648,0.0842911877394636,0.16296296296296298,0.11111111111111112,0.5453393277670735
svm_smote,0.4,4,DT,0.649,0.09701492537313433,0.1925925925925926,0.12903225806451613,0.4564119032327125
svm_smote,0.6,4,LR,0.649,0.08778625954198473,0.17037037037037037,0.1158690176322418,0.4582145150931278
svm_smote,0.6,4,SVM,0.648,0.0842911877394636,0.16296296296296298,0.11111111111111112,0.5446028687647184
svm_smote,0.6,4,DT,0.649,0.09701492537313433,0.1925925925925926,0.12903225806451613,0.4564119032327125
svm_smote,0.8,4,LR,0.649,0.08778625954198473,0.17037037037037037,0.1158690176322418,0.47191607792763857
svm_smote,0.8,4,SVM,0.648,0.0842911877394636,0.16296296296296298,0.11111111111111112,0.5525412117319631
svm_smote,0.8,4,DT,0.649,0.09701492537313433,0.1925925925925926,0.12903225806451613,0.4564119032327125
svm_smote,1.0,4,LR,0.649,0.08778625954198473,0.17037037037037037,0.1158690176322418,0.4359751659173624
svm_smote,1.0,4,SVM,0.648,0.0842911877394636,0.16296296296296298,0.11111111111111112,0.5446799400556626
svm_smote,1.0,4,DT,0.649,0.09701492537313433,0.1925925925925926,0.12903225806451613,0.4564119032327125
svm_smote,0.2,95,LR,0.503,0.18485915492957747,0.7553956834532374,0.297029702970297,0.6713792728883096
svm_smote,0.2,95,SVM,0.516,0.19469026548672566,0.7913669064748201,0.3125,0.6666917337210371
svm_smote,0.2,95,DT,0.522,0.1866913123844732,0.7266187050359713,0.29705882352941176,0.607792511635291
svm_smote,0.4,95,LR,0.51,0.18716577540106952,0.7553956834532374,0.3,0.6700924974306269
svm_smote,0.4,95,SVM,0.521,0.19642857142857142,0.7913669064748201,0.3147353361945637,0.6655804276439475
svm_smote,0.4,95,DT,0.523,0.18587360594795538,0.7194244604316546,0.2954209748892171,0.6053568295189632
svm_smote,0.6,95,LR,0.518,0.18874773139745918,0.7482014388489209,0.30144927536231886,0.6693154187451432
svm_smote,0.6,95,SVM,0.523,0.1971326164874552,0.7913669064748201,0.3156384505021521,0.6686469639619315
svm_smote,0.6,95,DT,0.511,0.17830882352941177,0.697841726618705,0.2840409956076135,0.5893389817762515
svm_smote,0.8,95,LR,0.525,0.1900369003690037,0.7410071942446043,0.302496328928047,0.6703181009199609
svm_smote,0.8,95,SVM,0.526,0.1981981981981982,0.7913669064748201,0.3170028818443804,0.6667418678297781
svm_smote,0.8,95,DT,0.531,0.18867924528301888,0.7194244604316546,0.29895366218236175,0.610002590262285
svm_smote,1.0,95,LR,0.532,0.19136960600375236,0.7338129496402878,0.30357142857142866,0.6692987073755629
svm_smote,1.0,95,SVM,0.533,0.20072992700729927,0.7913669064748201,0.32023289665211063,0.6688976345056359
svm_smote,1.0,95,DT,0.526,0.19038817005545286,0.7410071942446043,0.3029411764705882,0.6161481964254379
svm_smote,0.2,36,LR,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.46725906277630413
svm_smote,0.2,36,SVM,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.49175066312997345
svm_smote,0.2,36,DT,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4725022104332449
svm_smote,0.4,36,LR,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.46725906277630413
svm_smote,0.4,36,SVM,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4917064544650752
svm_smote,0.4,36,DT,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4725022104332449
svm_smote,0.6,36,LR,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4672502210433245
svm_smote,0.6,36,SVM,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.49182139699381083
svm_smote,0.6,36,DT,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4725022104332449
svm_smote,0.8,36,LR,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.46715296198054823
svm_smote,0.8,36,SVM,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4919893899204244
svm_smote,0.8,36,DT,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4725022104332449
svm_smote,1.0,36,LR,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.46723253757736516
svm_smote,1.0,36,SVM,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.49167108753315647
svm_smote,1.0,36,DT,0.492,0.11740890688259109,0.4461538461538462,0.18589743589743588,0.4725022104332449
svm_smote,0.2,32,LR,0.478,0.16151202749140894,0.734375,0.26478873239436623,0.6628977924311925
svm_smote,0.2,32,SVM,0.477,0.16006884681583478,0.7265625,0.2623413258110014,0.5756343176605505
svm_smote,0.2,32,DT,0.483,0.16291161178509533,0.734375,0.26666666666666666,0.5902379587155964
svm_smote,0.4,32,LR,0.478,0.16151202749140894,0.734375,0.26478873239436623,0.6445043721330275
svm_smote,0.4,32,SVM,0.477,0.16006884681583478,0.7265625,0.2623413258110014,0.5678218176605504
svm_smote,0.4,32,DT,0.483,0.16291161178509533,0.734375,0.26666666666666666,0.5902379587155964
svm_smote,0.6,32,LR,0.478,0.16151202749140894,0.734375,0.26478873239436623,0.6496111668577983
svm_smote,0.6,32,SVM,0.478,0.16034482758620688,0.7265625,0.2627118644067796,0.5712442660550459
svm_smote,0.6,32,DT,0.483,0.16291161178509533,0.734375,0.26666666666666666,0.5902379587155964
svm_smote,0.8,32,LR,0.478,0.16151202749140894,0.734375,0.26478873239436623,0.6333052608944955
svm_smote,0.8,32,SVM,0.477,0.16006884681583478,0.7265625,0.2623413258110014,0.5682249856651376
svm_smote,0.8,32,DT,0.483,0.16291161178509533,0.734375,0.26666666666666666,0.5902379587155964
svm_smote,1.0,32,LR,0.478,0.16151202749140894,0.734375,0.26478873239436623,0.6320778383027522
svm_smote,1.0,32,SVM,0.477,0.16006884681583478,0.7265625,0.2623413258110014,0.5755626433486238
svm_smote,1.0,32,DT,0.483,0.16291161178509533,0.734375,0.26666666666666666,0.5902379587155964
svm_smote,0.2,29,LR,0.652,0.16109422492401215,0.424,0.23348017621145378,0.5715565714285714
svm_smote,0.2,29,SVM,0.651,0.15853658536585366,0.416,0.2295805739514349,0.5700022857142857
svm_smote,0.2,29,DT,0.652,0.1710914454277286,0.464,0.25,0.5714285714285714
