algo,ratio,seed,learner,acc,prec,rec,f1,auc_roc,per_cluster_pruning_ratio
intelligent_pruning,0.2,82,LR,0.6724137931034483,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.6708333333333333,0.5
intelligent_pruning,0.2,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6430555555555555,0.5
intelligent_pruning,0.2,82,DT,0.6379310344827587,0.43478260869565216,0.5555555555555556,0.4878048780487805,0.6152777777777778,0.5
intelligent_pruning,0.4,82,LR,0.6724137931034483,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.673611111111111,0.5
intelligent_pruning,0.4,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6236111111111111,0.5
intelligent_pruning,0.4,82,DT,0.6551724137931034,0.45454545454545453,0.5555555555555556,0.5,0.6222222222222222,0.5
intelligent_pruning,0.6,82,LR,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6611111111111111,0.5
intelligent_pruning,0.6,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6138888888888888,0.5
intelligent_pruning,0.6,82,DT,0.6724137931034483,0.47619047619047616,0.5555555555555556,0.5128205128205129,0.6402777777777777,0.5
intelligent_pruning,0.8,82,LR,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.675,0.5
intelligent_pruning,0.8,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6236111111111111,0.5
intelligent_pruning,0.8,82,DT,0.5689655172413793,0.3793103448275862,0.6111111111111112,0.46808510638297873,0.5805555555555556,0.5
intelligent_pruning,1.0,82,LR,0.6724137931034483,0.47619047619047616,0.5555555555555556,0.5128205128205129,0.6652777777777779,0.5
intelligent_pruning,1.0,82,SVM,0.6896551724137931,0.5,0.5555555555555556,0.5263157894736842,0.6291666666666667,0.5
intelligent_pruning,1.0,82,DT,0.5862068965517241,0.39285714285714285,0.6111111111111112,0.4782608695652174,0.5833333333333334,0.5
intelligent_pruning,0.2,82,LR,0.6724137931034483,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.6763888888888889,0.7
intelligent_pruning,0.2,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6277777777777778,0.7
intelligent_pruning,0.2,82,DT,0.603448275862069,0.4,0.5555555555555556,0.46511627906976744,0.5902777777777778,0.7
intelligent_pruning,0.4,82,LR,0.6724137931034483,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.675,0.7
intelligent_pruning,0.4,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6305555555555555,0.7
intelligent_pruning,0.4,82,DT,0.6206896551724138,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.5972222222222222,0.7
intelligent_pruning,0.6,82,LR,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6680555555555556,0.7
intelligent_pruning,0.6,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6291666666666667,0.7
intelligent_pruning,0.6,82,DT,0.6551724137931034,0.45454545454545453,0.5555555555555556,0.5,0.6277777777777778,0.7
intelligent_pruning,0.8,82,LR,0.6896551724137931,0.5,0.5,0.5,0.6597222222222222,0.7
intelligent_pruning,0.8,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6180555555555556,0.7
intelligent_pruning,0.8,82,DT,0.5862068965517241,0.375,0.5,0.42857142857142855,0.5562499999999999,0.7
intelligent_pruning,1.0,82,LR,0.6896551724137931,0.5,0.5555555555555556,0.5263157894736842,0.6819444444444445,0.7
intelligent_pruning,1.0,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6416666666666667,0.7
intelligent_pruning,1.0,82,DT,0.5517241379310345,0.35714285714285715,0.5555555555555556,0.43478260869565216,0.5527777777777778,0.7
intelligent_pruning,0.2,82,LR,0.6724137931034483,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.6736111111111112,0.9
intelligent_pruning,0.2,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6263888888888889,0.9
intelligent_pruning,0.2,82,DT,0.6724137931034483,0.47619047619047616,0.5555555555555556,0.5128205128205129,0.6402777777777777,0.9
intelligent_pruning,0.4,82,LR,0.6724137931034483,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.6777777777777778,0.9
intelligent_pruning,0.4,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.625,0.9
intelligent_pruning,0.4,82,DT,0.5862068965517241,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.5777777777777778,0.9
intelligent_pruning,0.6,82,LR,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6847222222222222,0.9
intelligent_pruning,0.6,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6208333333333333,0.9
intelligent_pruning,0.6,82,DT,0.5862068965517241,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.5777777777777778,0.9
intelligent_pruning,0.8,82,LR,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6777777777777778,0.9
intelligent_pruning,0.8,82,SVM,0.6724137931034483,0.47368421052631576,0.5,0.4864864864864865,0.6458333333333334,0.9
intelligent_pruning,0.8,82,DT,0.5862068965517241,0.4,0.6666666666666666,0.5,0.6083333333333333,0.9
intelligent_pruning,1.0,82,LR,0.6896551724137931,0.5,0.5555555555555556,0.5263157894736842,0.6944444444444444,0.9
