algo,ratio,seed,learner,acc,prec,rec,f1,auc_roc,per_cluster_pruning_ratio
intelligent_pruning,0.2,82,LR,0.8717131474103585,0.625,0.32432432432432434,0.42704626334519574,0.7367062389492296,0.5
intelligent_pruning,0.2,82,SVM,0.8884462151394422,0.7419354838709677,0.372972972972973,0.4964028776978418,0.8006365243748422,0.5
intelligent_pruning,0.2,82,DT,0.8310756972111554,0.4372093023255814,0.5081081081081081,0.47000000000000003,0.7019449355897954,0.5
intelligent_pruning,0.4,82,LR,0.8709163346613545,0.6138613861386139,0.33513513513513515,0.4335664335664336,0.7357514523869664,0.5
intelligent_pruning,0.4,82,SVM,0.8884462151394422,0.7419354838709677,0.372972972972973,0.4964028776978418,0.8013336701187168,0.5
intelligent_pruning,0.4,82,DT,0.8294820717131474,0.4343891402714932,0.518918918918919,0.47290640394088673,0.7096110128820409,0.5
intelligent_pruning,0.6,82,LR,0.8709163346613545,0.6095238095238096,0.34594594594594597,0.4413793103448276,0.7405354887597879,0.5
intelligent_pruning,0.6,82,SVM,0.8868525896414342,0.7216494845360825,0.3783783783783784,0.4964539007092199,0.8020106087395806,0.5
intelligent_pruning,0.6,82,DT,0.8143426294820717,0.4016393442622951,0.5297297297297298,0.4568764568764569,0.7039984844657743,0.5
intelligent_pruning,0.8,82,LR,0.8701195219123506,0.6057692307692307,0.34054054054054056,0.4359861591695502,0.7432887092700178,0.5
intelligent_pruning,0.8,82,SVM,0.8900398406374502,0.7422680412371134,0.3891891891891892,0.5106382978723404,0.8032685021470068,0.5
intelligent_pruning,0.8,82,DT,0.8286852589641435,0.4375,0.5675675675675675,0.4941176470588235,0.7271154331901996,0.5
intelligent_pruning,1.0,82,LR,0.8669322709163346,0.5775862068965517,0.3621621621621622,0.4451827242524917,0.7504319272543571,0.5
intelligent_pruning,1.0,82,SVM,0.8908366533864542,0.7448979591836735,0.3945945945945946,0.5159010600706715,0.8039100783026016,0.5
intelligent_pruning,1.0,82,DT,0.8095617529880478,0.3953488372093023,0.5513513513513514,0.46049661399548536,0.7109648901237685,0.5
intelligent_pruning,0.2,82,LR,0.8685258964143426,0.6020408163265306,0.31891891891891894,0.4169611307420495,0.7354331901995455,0.7
intelligent_pruning,0.2,82,SVM,0.8884462151394422,0.7419354838709677,0.372972972972973,0.4964028776978418,0.8039858550138924,0.7
intelligent_pruning,0.2,82,DT,0.8358565737051793,0.4472361809045226,0.4810810810810811,0.4635416666666667,0.6961707501894417,0.7
intelligent_pruning,0.4,82,LR,0.8709163346613545,0.6138613861386139,0.33513513513513515,0.4335664335664336,0.7375599898964386,0.7
intelligent_pruning,0.4,82,SVM,0.8876494023904382,0.7291666666666666,0.3783783783783784,0.498220640569395,0.8058600656731498,0.7
intelligent_pruning,0.4,82,DT,0.8215139442231075,0.42231075697211157,0.572972972972973,0.48623853211009177,0.7256807274564284,0.7
intelligent_pruning,0.6,82,LR,0.8709163346613545,0.6116504854368932,0.34054054054054056,0.43749999999999994,0.7452942662288458,0.7
intelligent_pruning,0.6,82,SVM,0.8900398406374502,0.7422680412371134,0.3891891891891892,0.5106382978723404,0.8035311947461481,0.7
intelligent_pruning,0.6,82,DT,0.8286852589641435,0.4342105263157895,0.5351351351351351,0.4794188861985472,0.7128971962616824,0.7
intelligent_pruning,0.8,82,LR,0.8645418326693227,0.5619834710743802,0.3675675675675676,0.4444444444444445,0.7544127304874969,0.7
intelligent_pruning,0.8,82,SVM,0.8868525896414342,0.7047619047619048,0.4,0.5103448275862069,0.8058145996463753,0.7
intelligent_pruning,0.8,82,DT,0.8087649402390438,0.39776951672862454,0.5783783783783784,0.4713656387665198,0.7212831523111898,0.7
intelligent_pruning,1.0,82,LR,0.8629482071713147,0.5474452554744526,0.40540540540540543,0.46583850931677023,0.7624450618843143,0.7
intelligent_pruning,1.0,82,SVM,0.8860557768924303,0.6842105263157895,0.42162162162162165,0.5217391304347826,0.8129780247537257,0.7
intelligent_pruning,1.0,82,DT,0.7784860557768924,0.35331230283911674,0.6054054054054054,0.4462151394422311,0.7118034857287194,0.7
intelligent_pruning,0.2,82,LR,0.8749003984063745,0.71875,0.24864864864864866,0.36947791164658633,0.7234629957059864,0.9
intelligent_pruning,0.2,82,SVM,0.902788844621514,0.9565217391304348,0.3567567567567568,0.5196850393700787,0.8034832028289972,0.9
intelligent_pruning,0.2,82,DT,0.8605577689243028,0.5284090909090909,0.5027027027027027,0.5152354570637119,0.716094973478151,0.9
intelligent_pruning,0.4,82,LR,0.8669322709163346,0.5789473684210527,0.3567567567567568,0.44147157190635455,0.7433745895428139,0.9
intelligent_pruning,0.4,82,SVM,0.8836653386454183,0.6893203883495146,0.3837837837837838,0.4930555555555556,0.7968375852488003,0.9
intelligent_pruning,0.4,82,DT,0.8103585657370518,0.39923954372623577,0.5675675675675675,0.46875000000000006,0.7207426117706492,0.9
intelligent_pruning,0.6,82,LR,0.8653386454183267,0.5666666666666667,0.3675675675675676,0.4459016393442623,0.755655468552665,0.9
intelligent_pruning,0.6,82,SVM,0.8884462151394422,0.7227722772277227,0.3945945945945946,0.5104895104895105,0.8046526900732509,0.9
intelligent_pruning,0.6,82,DT,0.803187250996016,0.38257575757575757,0.5459459459459459,0.44988864142538976,0.7019802980550645,0.9
intelligent_pruning,0.8,82,LR,0.8597609561752988,0.5319148936170213,0.40540540540540543,0.4601226993865031,0.7646830007577672,0.9
intelligent_pruning,0.8,82,SVM,0.8844621513944223,0.6694915254237288,0.42702702702702705,0.5214521452145214,0.8173427633240717,0.9
intelligent_pruning,0.8,82,DT,0.7848605577689243,0.36421725239616615,0.6162162162162163,0.45783132530120485,0.7234276332407175,0.9
intelligent_pruning,1.0,82,LR,0.8270916334661355,0.42857142857142855,0.518918918918919,0.4694376528117359,0.7775751452386966,0.9
intelligent_pruning,1.0,82,SVM,0.846215139442231,0.4801980198019802,0.5243243243243243,0.5012919896640826,0.8076989138671381,0.9
