algo,ratio,seed,learner,acc,prec,rec,f1,auc_roc,per_cluster_pruning_ratio
intelligent_pruning,0.2,82,LR,0.8810679611650486,0.06,0.6,0.1090909090909091,0.8948402948402949,0.5
intelligent_pruning,0.2,82,SVM,0.8762135922330098,0.057692307692307696,0.6,0.10526315789473685,0.6555282555282556,0.5
intelligent_pruning,0.2,82,DT,0.8737864077669902,0.07272727272727272,0.8,0.13333333333333333,0.8373464373464373,0.5
intelligent_pruning,0.4,82,LR,0.8689320388349514,0.05454545454545454,0.6,0.09999999999999999,0.8923832923832924,0.5
intelligent_pruning,0.4,82,SVM,0.8689320388349514,0.05454545454545454,0.6,0.09999999999999999,0.713022113022113,0.5
intelligent_pruning,0.4,82,DT,0.8446601941747572,0.05970149253731343,0.8,0.11111111111111112,0.8226044226044227,0.5
intelligent_pruning,0.6,82,LR,0.8592233009708737,0.05084745762711865,0.6,0.09375000000000001,0.8982800982800982,0.5
intelligent_pruning,0.6,82,SVM,0.8592233009708737,0.05084745762711865,0.6,0.09375000000000001,0.7690417690417691,0.5
intelligent_pruning,0.6,82,DT,0.8252427184466019,0.05333333333333334,0.8,0.1,0.8127764127764128,0.5
intelligent_pruning,0.8,82,LR,0.8640776699029126,0.05263157894736842,0.6,0.09677419354838708,0.8958230958230958,0.5
intelligent_pruning,0.8,82,SVM,0.866504854368932,0.05357142857142857,0.6,0.0983606557377049,0.8334152334152334,0.5
intelligent_pruning,0.8,82,DT,0.7111650485436893,0.03278688524590164,0.8,0.06299212598425197,0.755036855036855,0.5
intelligent_pruning,1.0,82,LR,0.8592233009708737,0.05084745762711865,0.6,0.09375000000000001,0.8923832923832924,0.5
intelligent_pruning,1.0,82,SVM,0.8567961165048543,0.05,0.6,0.0923076923076923,0.7744471744471746,0.5
intelligent_pruning,1.0,82,DT,0.8131067961165048,0.05,0.8,0.09411764705882354,0.8066339066339067,0.5
intelligent_pruning,0.2,82,LR,0.8810679611650486,0.06,0.6,0.1090909090909091,0.8884520884520886,0.7
intelligent_pruning,0.2,82,SVM,0.8786407766990292,0.058823529411764705,0.6,0.10714285714285714,0.636855036855037,0.7
intelligent_pruning,0.2,82,DT,0.8786407766990292,0.07547169811320754,0.8,0.13793103448275862,0.83980343980344,0.7
intelligent_pruning,0.4,82,LR,0.8786407766990292,0.058823529411764705,0.6,0.10714285714285714,0.8904176904176905,0.7
intelligent_pruning,0.4,82,SVM,0.8762135922330098,0.057692307692307696,0.6,0.10526315789473685,0.6417690417690418,0.7
intelligent_pruning,0.4,82,DT,0.8713592233009708,0.07142857142857142,0.8,0.13114754098360656,0.8361179361179362,0.7
intelligent_pruning,0.6,82,LR,0.8762135922330098,0.057692307692307696,0.6,0.10526315789473685,0.8879606879606879,0.7
intelligent_pruning,0.6,82,SVM,0.8762135922330098,0.057692307692307696,0.6,0.10526315789473685,0.6442260442260441,0.7
intelligent_pruning,0.6,82,DT,0.8713592233009708,0.07142857142857142,0.8,0.13114754098360656,0.8361179361179362,0.7
intelligent_pruning,0.8,82,LR,0.8689320388349514,0.05454545454545454,0.6,0.09999999999999999,0.8909090909090909,0.7
intelligent_pruning,0.8,82,SVM,0.8689320388349514,0.05454545454545454,0.6,0.09999999999999999,0.7184275184275185,0.7
intelligent_pruning,0.8,82,DT,0.8567961165048543,0.06451612903225806,0.8,0.11940298507462686,0.8287469287469288,0.7
intelligent_pruning,1.0,82,LR,0.8203883495145631,0.04,0.6,0.075,0.8884520884520883,0.7
intelligent_pruning,1.0,82,SVM,0.8398058252427184,0.04477611940298507,0.6,0.08333333333333333,0.8466830466830466,0.7
intelligent_pruning,1.0,82,DT,0.6723300970873787,0.028985507246376812,0.8,0.055944055944055944,0.7353808353808355,0.7
intelligent_pruning,0.2,82,LR,0.8810679611650486,0.06,0.6,0.1090909090909091,0.8894348894348894,0.9
intelligent_pruning,0.2,82,SVM,0.8786407766990292,0.058823529411764705,0.6,0.10714285714285714,0.6457002457002458,0.9
intelligent_pruning,0.2,82,DT,0.8810679611650486,0.07692307692307693,0.8,0.14035087719298248,0.8410319410319411,0.9
intelligent_pruning,0.4,82,LR,0.8810679611650486,0.06,0.6,0.1090909090909091,0.8894348894348894,0.9
